ID,Month,Day,Year,Site,Common Name,Length mm,Sex
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Chrysaora,,
10-25-03_3,October,25,2003,3,Dungeness Crab,55,F
10-25-03_3,October,25,2003,3,Dungeness Crab,60,F
10-25-03_3,October,25,2003,3,Dungeness Crab,100,F
10-25-03_3,October,25,2003,3,Dungeness Crab,30,F
10-25-03_3,October,25,2003,3,Dungeness Crab,50,F
10-25-03_3,October,25,2003,3,Dungeness Crab,50,F
10-25-03_3,October,25,2003,3,Dungeness Crab,50,M
10-25-03_3,October,25,2003,3,Dungeness Crab,45,F
10-25-03_3,October,25,2003,3,Dungeness Crab,30,M
10-25-03_3,October,25,2003,3,Dungeness Crab,40,M
10-25-03_3,October,25,2003,3,Dungeness Crab,40,M
10-25-03_3,October,25,2003,3,Dungeness Crab,20,M
10-25-03_3,October,25,2003,3,Dungeness Crab,35,M
10-25-03_3,October,25,2003,3,Dungeness Crab,50,M
10-25-03_3,October,25,2003,3,Dungeness Crab,50,F
10-25-03_3,October,25,2003,3,Dungeness Crab,40,F
10-25-03_3,October,25,2003,3,Shiner Surfperch,80,
10-25-03_4,October,25,2003,4,Dungeness Crab,60,M
10-25-03_4,October,25,2003,4,Dungeness Crab,30,M
10-25-03_4,October,25,2003,4,Dungeness Crab,20,M
10-25-03_4,October,25,2003,4,Dungeness Crab,35,M
10-25-03_4,October,25,2003,4,Dungeness Crab,30,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,80,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,20,M
10-25-03_4,October,25,2003,4,Dungeness Crab,50,M
10-25-03_4,October,25,2003,4,Dungeness Crab,70,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,20,M
10-25-03_4,October,25,2003,4,Dungeness Crab,60,M
10-25-03_4,October,25,2003,4,Dungeness Crab,55,M
10-25-03_4,October,25,2003,4,Dungeness Crab,50,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,50,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,70,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,140,M
10-25-03_4,October,25,2003,4,Dungeness Crab,90,M
10-25-03_4,October,25,2003,4,Dungeness Crab,70,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,130,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,35,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,150,M
10-25-03_4,October,25,2003,4,Dungeness Crab,60,M
10-25-03_4,October,25,2003,4,Dungeness Crab,55,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,45,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,20,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,50,M
10-25-03_4,October,25,2003,4,Dungeness Crab,25,M
10-25-03_4,October,25,2003,4,Dungeness Crab,70,M
10-25-03_4,October,25,2003,4,Dungeness Crab,50,F
10-25-03_4,October,25,2003,4,Dungeness Crab,40,F
10-25-03_4,October,25,2003,4,Dungeness Crab,30,F
10-25-03_4,October,25,2003,4,Dungeness Crab,60,F
10-25-03_4,October,25,2003,4,Dungeness Crab,70,F
10-25-03_4,October,25,2003,4,Dungeness Crab,80,F
10-25-03_4,October,25,2003,4,Dungeness Crab,40,F
10-25-03_4,October,25,2003,4,Dungeness Crab,50,F
10-25-03_4,October,25,2003,4,Dungeness Crab,30,F
10-25-03_4,October,25,2003,4,Dungeness Crab,50,F
10-25-03_4,October,25,2003,4,Dungeness Crab,90,F
10-25-03_4,October,25,2003,4,Dungeness Crab,35,F
10-25-03_4,October,25,2003,4,Dungeness Crab,20,F
10-25-03_4,October,25,2003,4,Dungeness Crab,30,F
10-25-03_4,October,25,2003,4,Dungeness Crab,25,F
10-25-03_4,October,25,2003,4,Dungeness Crab,90,F
10-25-03_4,October,25,2003,4,Dungeness Crab,20,F
10-25-03_4,October,25,2003,4,Dungeness Crab,40,F
10-25-03_4,October,25,2003,4,Dungeness Crab,20,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,Dungeness Crab,35,M
10-25-03_4,October,25,2003,4,Dungeness Crab,80,M
10-25-03_4,October,25,2003,4,Dungeness Crab,65,M
10-25-03_4,October,25,2003,4,Dungeness Crab,40,F
10-25-03_4,October,25,2003,4,Dungeness Crab,40,F
10-25-03_4,October,25,2003,4,Dungeness Crab,80,F
10-25-03_4,October,25,2003,4,Dungeness Crab,20,F
10-25-03_4,October,25,2003,4,Dungeness Crab,30,F
10-25-03_4,October,25,2003,4,Dungeness Crab,60,F
10-25-03_4,October,25,2003,4,Dungeness Crab,25,F
10-25-03_4,October,25,2003,4,Dungeness Crab,50,F
10-25-03_4,October,25,2003,4,Dungeness Crab,30,F
10-25-03_4,October,25,2003,4,Dungeness Crab,30,F
10-25-03_4,October,25,2003,4,Dungeness Crab,45,M
10-25-03_4,October,25,2003,4,Dungeness Crab,120,F
10-25-03_4,October,25,2003,4,Dungeness Crab,50,F
10-25-03_4,October,25,2003,4,Dungeness Crab,85,F
10-25-03_4,October,25,2003,4,Dungeness Crab,30,F
10-25-03_4,October,25,2003,4,Dungeness Crab,45,F
10-25-03_4,October,25,2003,4,Dungeness Crab,25,F
10-25-03_4,October,25,2003,4,Dungeness Crab,55,F
10-25-03_4,October,25,2003,4,Dungeness Crab,35,F
10-25-03_4,October,25,2003,4,Dungeness Crab,40,M
10-25-03_4,October,25,2003,4,English Sole,110,
10-25-03_4,October,25,2003,4,English Sole,100,
10-25-03_4,October,25,2003,4,Shiner Surfperch,90,
10-25-03_4,October,25,2003,4,Speckled Sandab,80,
10-25-03_4b,October,25,2003,4b,American Shad,85,
10-25-03_4b,October,25,2003,4b,American Shad,90,
10-25-03_4b,October,25,2003,4b,American Shad,90,
10-25-03_4b,October,25,2003,4b,American Shad,90,
10-25-03_4b,October,25,2003,4b,American Shad,85,
10-25-03_4b,October,25,2003,4b,American Shad,85,
10-25-03_4b,October,25,2003,4b,American Shad,90,
10-25-03_4b,October,25,2003,4b,American Shad,82,
10-25-03_4b,October,25,2003,4b,American Shad,90,
10-25-03_4b,October,25,2003,4b,American Shad,75,
10-25-03_4b,October,25,2003,4b,American Shad,80,
10-25-03_4b,October,25,2003,4b,American Shad,77,
10-25-03_4b,October,25,2003,4b,American Shad,80,
10-25-03_4b,October,25,2003,4b,American Shad,80,
10-25-03_4b,October,25,2003,4b,American Shad,75,
10-25-03_4b,October,25,2003,4b,American Shad,70,
10-25-03_4b,October,25,2003,4b,American Shad,80,
10-25-03_4b,October,25,2003,4b,American Shad,85,
10-25-03_4b,October,25,2003,4b,American Shad,70,
10-25-03_4b,October,25,2003,4b,American Shad,72,
10-25-03_4b,October,25,2003,4b,American Shad,80,
10-25-03_4b,October,25,2003,4b,American Shad,85,
10-25-03_4b,October,25,2003,4b,American Shad,85,
10-25-03_4b,October,25,2003,4b,American Shad,90,
10-25-03_4b,October,25,2003,4b,American Shad,90,
10-25-03_4b,October,25,2003,4b,American Shad,80,
10-25-03_4b,October,25,2003,4b,American Shad,82,
10-25-03_4b,October,25,2003,4b,Chrysaora,30,
10-25-03_4b,October,25,2003,4b,Chrysaora,30,
10-25-03_4b,October,25,2003,4b,Chrysaora,40,
10-25-03_4b,October,25,2003,4b,Chrysaora,50,
10-25-03_4b,October,25,2003,4b,Chrysaora,80,
10-25-03_4b,October,25,2003,4b,Chrysaora,50,
10-25-03_4b,October,25,2003,4b,Chrysaora,20,
10-25-03_4b,October,25,2003,4b,Chrysaora,20,
10-25-03_4b,October,25,2003,4b,Chrysaora,20,
10-25-03_4b,October,25,2003,4b,Chrysaora,20,
10-25-03_4b,October,25,2003,4b,Chrysaora,250,
10-25-03_4b,October,25,2003,4b,Chrysaora,150,
10-25-03_4b,October,25,2003,4b,Chrysaora,30,
10-25-03_4b,October,25,2003,4b,Chrysaora,20,
10-25-03_4b,October,25,2003,4b,Chrysaora,20,
10-25-03_4b,October,25,2003,4b,Chrysaora,30,
10-25-03_4b,October,25,2003,4b,Chrysaora,50,
10-25-03_4b,October,25,2003,4b,Chrysaora,140,
10-25-03_4b,October,25,2003,4b,Chrysaora,10,
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,110,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,80,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,30,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,70,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,110,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,80,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,80,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,110,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,110,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,80,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,80,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,140,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,70,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,80,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,140,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,80,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,70,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,20,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,30,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,70,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,80,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,80,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,30,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,30,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,20,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,30,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,110,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,90,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,40,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,F
10-25-03_4b,October,25,2003,4b,Dungeness Crab,120,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,100,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,60,M
10-25-03_4b,October,25,2003,4b,Dungeness Crab,50,M
10-25-03_4b,October,25,2003,4b,English Sole,100,
10-25-03_4b,October,25,2003,4b,English Sole,100,
10-25-03_4b,October,25,2003,4b,English Sole,115,
10-25-03_4b,October,25,2003,4b,English Sole,105,
10-25-03_4b,October,25,2003,4b,English Sole,100,
10-25-03_4b,October,25,2003,4b,Pacific Tomcod,90,
10-25-03_4b,October,25,2003,4b,Shiner Surfperch,95,
10-25-03_4b,October,25,2003,4b,Shiner Surfperch,85,
10-25-03_4b,October,25,2003,4b,Shiner Surfperch,100,
10-25-03_4b,October,25,2003,4b,Shiner Surfperch,90,
10-25-03_4b,October,25,2003,4b,Shiner Surfperch,80,
10-25-03_4b,October,25,2003,4b,Shrimp,70,
10-25-03_4b,October,25,2003,4b,Shrimp,50,
10-25-03_4b,October,25,2003,4b,Shrimp,50,
10-25-03_4b,October,25,2003,4b,Shrimp,40,
10-25-03_4b,October,25,2003,4b,Shrimp,55,
10-25-03_4b,October,25,2003,4b,Shrimp,35,
10-25-03_4b,October,25,2003,4b,Shrimp,45,
10-25-03_4b,October,25,2003,4b,Shrimp,40,
10-25-03_4b,October,25,2003,4b,Shrimp,40,
10-25-03_4b,October,25,2003,4b,Shrimp,40,
10-25-03_4b,October,25,2003,4b,Shrimp,40,
10-25-03_4b,October,25,2003,4b,Shrimp,50,
10-25-03_4b,October,25,2003,4b,Shrimp,55,
10-25-03_4b,October,25,2003,4b,Shrimp,45,
10-25-03_4b,October,25,2003,4b,Shrimp,55,
10-25-03_4b,October,25,2003,4b,Shrimp,40,
10-25-03_4b,October,25,2003,4b,Shrimp,35,
10-25-03_4b,October,25,2003,4b,Staghorn Sculpin,125,
10-25-03_4b,October,25,2003,4b,Starry Flounder,125,
10-25-03_4b,October,25,2003,4b,Starry Flounder,115,
10-27-05_1,October,27,2005,1,Dungeness Crab,150,M
10-27-05_2,October,27,2005,2,Dungeness Crab,60,M
10-27-05_2,October,27,2005,2,Dungeness Crab,55,M
10-27-05_2,October,27,2005,2,Dungeness Crab,55,M
10-27-05_2,October,27,2005,2,Dungeness Crab,65,M
10-27-05_3,October,27,2005,3,Dungeness Crab,45,F
10-27-05_3,October,27,2005,3,Dungeness Crab,55,F
10-27-05_3,October,27,2005,3,Dungeness Crab,40,F
10-27-05_3,October,27,2005,3,Dungeness Crab,50,F
10-27-05_3,October,27,2005,3,Dungeness Crab,60,M
10-27-05_3,October,27,2005,3,Dungeness Crab,60,M
10-27-05_3,October,27,2005,3,Dungeness Crab,70,M
10-27-05_3,October,27,2005,3,Dungeness Crab,35,M
10-27-05_4,October,27,2005,4,Dungeness Crab,60,F
10-27-05_4,October,27,2005,4,Dungeness Crab,100,F
10-27-05_4,October,27,2005,4,Dungeness Crab,55,F
10-27-05_4,October,27,2005,4,Dungeness Crab,135,F
10-27-05_4,October,27,2005,4,Dungeness Crab,75,M
10-27-05_4,October,27,2005,4,Dungeness Crab,85,M
10-27-05_4,October,27,2005,4,Dungeness Crab,45,M
10-27-05_4,October,27,2005,4,Dungeness Crab,85,F
10-27-05_4,October,27,2005,4,Dungeness Crab,90,F
10-27-05_4,October,27,2005,4,Dungeness Crab,130,F
10-27-05_5,October,27,2005,5,Dungeness Crab,75,M
10-27-05_5,October,27,2005,5,Dungeness Crab,45,F
10-27-05_5,October,27,2005,5,Dungeness Crab,70,M
10-27-05_5,October,27,2005,5,Dungeness Crab,110,M
10-27-05_5,October,27,2005,5,Dungeness Crab,50,F
10-27-05_5,October,27,2005,5,Dungeness Crab,70,F
10-27-05_5,October,27,2005,5,Dungeness Crab,60,F
10-27-05_5,October,27,2005,5,Dungeness Crab,70,F
10-27-05_5,October,27,2005,5,Dungeness Crab,50,M
10-27-05_5,October,27,2005,5,Dungeness Crab,55,M
10-27-05_5,October,27,2005,5,Dungeness Crab,60,M
10-27-05_5,October,27,2005,5,English Sole,90,
10-27-05_5,October,27,2005,5,English Sole,95,
10-30-04_2,October,30,2004,2,Dungeness Crab,160,M
10-30-04_2,October,30,2004,2,Dungeness Crab,50,M
10-30-04_2,October,30,2004,2,Dungeness Crab,40,M
10-30-04_2,October,30,2004,2,Juv. Rockfish,70,
10-30-04_2,October,30,2004,2,Juv. Rockfish,55,
10-30-04_2,October,30,2004,2,Juv. Rockfish,70,
10-30-04_2,October,30,2004,2,Juv. Rockfish,60,
10-30-04_2,October,30,2004,2,Speckled Sandab,100,
10-30-04_2,October,30,2004,2,Tubesnout,180,
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,70,M
10-30-04_3,October,30,2004,3,Dungeness Crab,50,M
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,80,F
10-30-04_3,October,30,2004,3,Dungeness Crab,70,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,60,F
10-30-04_3,October,30,2004,3,Dungeness Crab,80,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,M
10-30-04_3,October,30,2004,3,Dungeness Crab,50,M
10-30-04_3,October,30,2004,3,Dungeness Crab,50,M
10-30-04_3,October,30,2004,3,Dungeness Crab,40,M
10-30-04_3,October,30,2004,3,Dungeness Crab,100,M
10-30-04_3,October,30,2004,3,Dungeness Crab,70,M
10-30-04_3,October,30,2004,3,Dungeness Crab,80,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,40,F
10-30-04_3,October,30,2004,3,Dungeness Crab,70,F
10-30-04_3,October,30,2004,3,Dungeness Crab,40,F
10-30-04_3,October,30,2004,3,Dungeness Crab,90,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,120,F
10-30-04_3,October,30,2004,3,Dungeness Crab,80,F
10-30-04_3,October,30,2004,3,Dungeness Crab,120,F
10-30-04_3,October,30,2004,3,Dungeness Crab,120,M
10-30-04_3,October,30,2004,3,Dungeness Crab,70,F
10-30-04_3,October,30,2004,3,Dungeness Crab,40,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,50,F
10-30-04_3,October,30,2004,3,Dungeness Crab,60,F
10-30-04_3,October,30,2004,3,Dungeness Crab,60,F
10-30-04_3,October,30,2004,3,Dungeness Crab,70,F
10-30-04_3,October,30,2004,3,Dungeness Crab,60,F
10-30-04_3,October,30,2004,3,Dungeness Crab,80,M
10-30-04_3,October,30,2004,3,Dungeness Crab,40,M
10-30-04_3,October,30,2004,3,Dungeness Crab,60,M
10-30-04_3,October,30,2004,3,Dungeness Crab,40,M
10-30-04_3,October,30,2004,3,Dungeness Crab,80,M
10-30-04_3,October,30,2004,3,Dungeness Crab,50,M
10-30-04_3,October,30,2004,3,Dungeness Crab,80,M
10-30-04_3,October,30,2004,3,Dungeness Crab,50,M
10-30-04_3,October,30,2004,3,Dungeness Crab,60,M
10-30-04_3,October,30,2004,3,Dungeness Crab,70,M
10-30-04_3,October,30,2004,3,Dungeness Crab,100,M
10-30-04_3,October,30,2004,3,Dungeness Crab,70,M
10-30-04_3,October,30,2004,3,Dungeness Crab,40,M
10-30-04_3,October,30,2004,3,Dungeness Crab,110,M
10-30-04_3,October,30,2004,3,Dungeness Crab,120,M
10-30-04_3,October,30,2004,3,Dungeness Crab,40,M
10-30-04_3,October,30,2004,3,Dungeness Crab,100,M
10-30-04_3,October,30,2004,3,Dungeness Crab,120,M
10-30-04_3,October,30,2004,3,Dungeness Crab,60,M
10-30-04_3,October,30,2004,3,Dungeness Crab,40,M
10-30-04_3,October,30,2004,3,Dungeness Crab,50,M
10-30-04_3,October,30,2004,3,Dungeness Crab,150,M
10-30-04_3,October,30,2004,3,Dungeness Crab,60,M
10-30-04_3,October,30,2004,3,Dungeness Crab,50,M
10-30-04_3,October,30,2004,3,Dungeness Crab,40,M
10-30-04_3,October,30,2004,3,Dungeness Crab,100,M
10-30-04_3,October,30,2004,3,Dungeness Crab,100,M
10-30-04_3,October,30,2004,3,Dungeness Crab,40,M
